,idcliente,genero,aposentado,casado,dependentes,mesescomocliente,servicotelefone,multiplaslinhas,servicointernet,servicosegurancaonline,servicobackuponline,protecaoequipamento,servicosuportetecnico,servicostreamingtv,servicofilmes,tipocontrato,faturadigital,formapagamento,valormensal,totalgasto,churn
3860,4553-DVPZG,Feminino,0,Sim,Nao,62,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,101.35,6164.7,Nao
3861,1925-GMVBW,Feminino,0,Nao,Nao,5,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,CartaoCredito,20.55,96.1,Nao
3862,9822-BIIGN,Masculino,0,Sim,Sim,53,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Nao,Sim,Mensal,Nao,BoletoEletronico,71.85,3827.9,Nao
3863,9172-ANCRX,Feminino,0,Nao,Nao,10,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,98.7,973.25,Sim
3864,4695-VADHF,Masculino,0,Sim,Sim,18,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Nao,BoletoEletronico,57.45,990.85,Sim
3865,3930-ZGWVE,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.75,19.75,Nao
3866,1084-MNSMJ,Feminino,0,Sim,Sim,51,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,85.5,4421.95,Nao
3867,3733-UOCWF,Masculino,1,Sim,Nao,61,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Nao,Nao,Anual,Sim,DebitoAutomatico,85.55,5251.75,Nao
3868,8242-JSVBO,Masculino,0,Nao,Nao,7,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,44.65,322.5,Nao
3869,3804-RVTGV,Masculino,0,Sim,Sim,50,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,DebitoAutomatico,103.85,5017.9,Sim
3870,3904-UKFRE,Masculino,0,Nao,Nao,4,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,80.1,336.15,Nao
3871,7248-VZQLC,Feminino,1,Nao,Nao,47,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,85.2,3969.35,Sim
3872,0257-KXZGU,Feminino,0,Sim,Sim,32,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,62.45,2045.55,Nao
3873,2737-WFVYW,Feminino,0,Nao,Nao,2,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,45.25,85.5,Sim
3874,5649-TJHOV,Masculino,1,Sim,Nao,27,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,DebitoAutomatico,36.5,1032.0,Sim
3875,4324-BZCKL,Feminino,0,Sim,Sim,10,Sim,Nao,DSL,Nao,Sim,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,55.55,551.3,Nao
3876,5494-HECPR,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,80.25,80.25,Sim
3877,1396-QWFBJ,Feminino,0,Sim,Sim,21,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,74.05,1565.7,Sim
3878,0547-HURJB,Masculino,0,Nao,Sim,12,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,CartaoCredito,21.05,235.8,Nao
3879,7239-HZZCX,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.75,19.75,Sim
3880,4698-KVLLG,Feminino,1,Nao,Nao,51,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,19.6,967.9,Nao
3881,0319-QZTCO,Feminino,0,Sim,Sim,3,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,CartaoCredito,58.7,168.6,Nao
3882,4056-QHXHZ,Feminino,0,Sim,Sim,72,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Nao,BoletoImpresso,107.45,7576.7,Nao
3883,0415-MOSGF,Feminino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,44.4,44.4,Sim
3884,6432-TWQLB,Masculino,0,Sim,Nao,5,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoEletronico,85.4,401.1,Sim
3885,1069-XAIEM,Feminino,1,Nao,Nao,1,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,85.05,85.05,Sim
3886,1767-CJKBA,Masculino,0,Nao,Nao,66,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,25.1,1697.7,Nao
3887,9068-VPWQQ,Masculino,0,Sim,Nao,61,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Nao,Sim,2 anos,Nao,CartaoCredito,75.35,4729.3,Nao
3888,8818-XYFCQ,Masculino,0,Sim,Sim,32,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,CartaoCredito,99.55,3204.65,Sim
3889,8747-UDCOI,Feminino,0,Sim,Nao,65,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,19.35,1319.95,Nao
3890,9825-YCXWZ,Feminino,1,Nao,Nao,41,Sim,Nao,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,Anual,Sim,DebitoAutomatico,101.1,4016.2,Nao
3891,2114-MGINA,Feminino,0,Nao,Nao,14,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoImpresso,89.8,1129.1,Sim
3892,2074-GKOWZ,Masculino,0,Sim,Sim,2,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,DebitoAutomatico,89.55,185.55,Sim
3893,2282-YGNOR,Feminino,0,Nao,Nao,29,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Nao,Anual,Nao,CartaoCredito,58.0,1734.5,Nao
3894,8229-MYEJZ,Feminino,0,Nao,Nao,10,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,51.2,498.25,Nao
3895,4883-QICIH,Masculino,0,Sim,Sim,32,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,69.75,2347.9,Sim
3896,9788-YTFGE,Masculino,0,Nao,Nao,7,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,19.95,147.5,Nao
3897,3429-IFLEM,Feminino,0,Nao,Nao,71,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Nao,2 anos,Nao,CartaoCredito,77.35,5550.1,Nao
3898,7649-PHJVR,Masculino,0,Nao,Nao,11,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.5,226.8,Nao
3899,0816-TSPHQ,Masculino,0,Nao,Nao,2,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.75,44.2,Nao
3900,8267-KFGYD,Masculino,0,Nao,Sim,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,21.05,21.05,Nao
3901,9801-NOSHQ,Masculino,0,Nao,Sim,23,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.8,465.45,Nao
3902,7182-OVLBJ,Feminino,0,Sim,Sim,62,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Sim,Sim,2 anos,Sim,DebitoAutomatico,101.15,6638.35,Nao
3903,4059-IIEBK,Feminino,0,Nao,Nao,7,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,78.55,522.95,Nao
3904,9258-CNWAC,Feminino,0,Sim,Sim,71,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,113.65,8166.8,Nao
3905,5318-IXUZF,Feminino,0,Nao,Nao,2,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,DebitoAutomatico,87.15,183.75,Sim
3906,8039-ACLPL,Feminino,0,Sim,Sim,72,Sim,Nao,DSL,Sim,Sim,Sim,Nao,Nao,Sim,2 anos,Nao,CartaoCredito,68.75,4888.2,Nao
3907,4817-KEQSP,Feminino,0,Sim,Sim,71,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,19.85,1326.35,Nao
3908,9391-EOYLI,Masculino,1,Sim,Nao,12,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,80.45,950.2,Sim
3909,7963-GQRMY,Feminino,0,Sim,Sim,3,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,44.3,134.5,Sim
3910,2227-JRSJX,Feminino,0,Nao,Nao,21,Sim,Nao,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,Mensal,Sim,DebitoAutomatico,99.15,1956.4,Nao
3911,3981-QSVQI,Masculino,0,Nao,Nao,8,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,DebitoAutomatico,19.7,168.9,Nao
3912,8076-FEZKJ,Masculino,0,Nao,Nao,10,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.5,225.85,Nao
3913,6304-IJFSQ,Masculino,0,Nao,Nao,3,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,49.9,130.1,Sim
3914,2834-SPCJV,Masculino,0,Sim,Nao,52,Sim,Nao,Fibra,Sim,Nao,Nao,Nao,Sim,Nao,Mensal,Nao,BoletoEletronico,84.1,4348.65,Sim
3915,1231-YNDEK,Masculino,0,Nao,Nao,58,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,DebitoAutomatico,19.15,1035.5,Nao
3916,1866-NXPSP,Feminino,0,Nao,Nao,36,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Nao,Sim,Anual,Sim,BoletoImpresso,75.55,2680.15,Nao
3917,9548-LIGTA,Masculino,0,Sim,Nao,61,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Sim,Sim,2 anos,Sim,BoletoImpresso,81.05,4747.65,Nao
3918,7064-JHXCE,Masculino,0,Sim,Sim,62,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,20.05,1263.9,Nao
3919,2388-LAESQ,Feminino,1,Sim,Nao,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,114.85,8317.95,Nao
3920,6300-BWMJX,Feminino,0,Sim,Nao,59,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Sim,Nao,Mensal,Nao,BoletoEletronico,93.35,5386.5,Nao
3921,4486-EFAEB,Masculino,0,Nao,Nao,13,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoEletronico,20.4,251.65,Nao
3922,3161-GETRM,Masculino,0,Sim,Sim,34,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,CartaoCredito,90.05,3097.0,Nao
3923,9828-AOQLM,Feminino,0,Sim,Sim,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,45.7,45.7,Sim
3924,2433-KMEAS,Masculino,0,Nao,Nao,22,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,54.45,1127.35,Sim
3925,7014-ZZXAW,Feminino,0,Sim,Nao,71,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,CartaoCredito,24.25,1732.95,Nao
3926,4554-YGZIH,Masculino,1,Sim,Nao,49,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Sim,Mensal,Nao,CartaoCredito,90.05,4547.25,Sim
3927,6969-MVBAI,Feminino,1,Nao,Nao,9,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,90.1,816.8,Nao
3928,6376-GAHQE,Masculino,0,Nao,Nao,4,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Nao,BoletoEletronico,77.85,299.2,Sim
3929,9430-NKQLY,Masculino,0,Sim,Sim,72,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,CartaoCredito,25.1,1790.8,Nao
3930,4009-ALQFH,Feminino,0,Nao,Nao,25,Sim,Nao,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,99.5,2369.05,Sim
3931,0023-HGHWL,Masculino,1,Nao,Nao,1,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,25.1,25.1,Sim
3932,1686-STUHN,Masculino,0,Nao,Nao,42,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,DebitoAutomatico,19.8,849.9,Nao
3933,3588-WSTTJ,Feminino,1,Nao,Nao,35,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,99.05,3554.6,Nao
3934,2538-OIMXF,Feminino,0,Nao,Sim,1,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,24.7,24.7,Nao
3935,3806-YAZOV,Feminino,0,Nao,Nao,3,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,18.8,56.0,Nao
3936,9127-QRZMH,Masculino,0,Sim,Nao,44,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Anual,Sim,DebitoAutomatico,59.85,2603.95,Nao
3937,7607-QKKTJ,Masculino,0,Sim,Sim,45,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Nao,Sim,Anual,Sim,CartaoCredito,95.0,4368.85,Nao
3938,8665-UTDHZ,Masculino,0,Sim,Sim,1,Nao,SemTelefone,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,30.2,30.2,Sim
3939,7398-HPYZQ,Masculino,0,Sim,Nao,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,DebitoAutomatico,90.55,6404.0,Nao
3940,4647-MUZON,Feminino,0,Sim,Nao,18,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,CartaoCredito,95.95,1745.5,Nao
3941,6856-RAURS,Feminino,0,Nao,Nao,2,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,74.9,136.05,Nao
3942,7250-EQKIY,Feminino,0,Sim,Sim,1,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,50.45,50.45,Sim
3943,8709-KRDVL,Feminino,0,Nao,Nao,33,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,100.0,3320.6,Nao
3944,6701-YVNQG,Masculino,0,Sim,Nao,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,88.7,6301.7,Nao
3945,2639-UGMAZ,Masculino,1,Nao,Nao,71,Nao,SemTelefone,DSL,Sim,Sim,Nao,Nao,Sim,Sim,Anual,Sim,BoletoEletronico,56.45,3985.35,Nao
3946,2983-ZANRP,Feminino,0,Sim,Sim,2,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,73.55,145.4,Sim
3947,0508-SQWPL,Feminino,0,Sim,Sim,57,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,DebitoAutomatico,20.1,1087.7,Nao
3948,1834-ABKHQ,Feminino,0,Sim,Sim,52,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Anual,Sim,DebitoAutomatico,50.95,2610.65,Nao
3949,0280-XJGEX,Masculino,0,Nao,Nao,49,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,DebitoAutomatico,103.7,5036.3,Sim
3950,0519-XUZJU,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,70.75,70.75,Sim
3951,7434-SHXLS,Feminino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.9,20.9,Sim
3952,3012-VFFMN,Feminino,0,Sim,Sim,7,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.65,158.95,Nao
3953,7268-IGMFD,Masculino,1,Nao,Nao,18,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Sim,Nao,Mensal,Nao,DebitoAutomatico,93.9,1743.9,Nao
3954,9717-QEBGU,Masculino,0,Nao,Nao,2,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,70.3,144.0,Nao
3955,5151-HQRDG,Masculino,0,Sim,Nao,37,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,55.05,2030.75,Nao
3956,2565-JSLRY,Masculino,0,Nao,Nao,1,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,24.05,24.05,Sim
3957,0234-TEVTT,Feminino,0,Sim,Sim,48,Nao,SemTelefone,DSL,Sim,Nao,Sim,Nao,Nao,Sim,Anual,Nao,CartaoCredito,45.0,2196.3,Nao
3958,6862-CQUMB,Masculino,0,Nao,Nao,37,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,CartaoCredito,96.1,3646.8,Nao
3959,7823-JSOAG,Masculino,0,Nao,Nao,3,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,74.5,217.45,Nao
3960,9863-JZAIC,Masculino,0,Nao,Nao,35,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Nao,BoletoImpresso,55.0,2010.55,Sim
3961,0347-UBKUZ,Feminino,0,Nao,Nao,15,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.9,320.45,Nao
3962,3590-TCXTB,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.35,20.35,Nao
3963,6855-VLGOS,Masculino,0,Sim,Sim,72,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoEletronico,20.55,1432.55,Nao
3964,2023-VQFDL,Masculino,0,Nao,Nao,18,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoEletronico,19.0,348.8,Nao
3965,0133-BMFZO,Feminino,0,Nao,Nao,2,Sim,Nao,Fibra,Sim,Sim,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoEletronico,86.25,181.65,Sim
3966,3057-VJJQE,Masculino,0,Nao,Nao,35,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,2 anos,Nao,BoletoImpresso,55.25,1924.1,Nao
3967,9820-RMCQV,Feminino,0,Nao,Nao,11,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,CartaoCredito,48.55,501.0,Sim
3968,9355-NPPFS,Feminino,1,Nao,Nao,26,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,78.8,2006.1,Nao
3969,9819-FBNSV,Masculino,1,Sim,Nao,37,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,72.25,2575.45,Nao
3970,0356-OBMAC,Feminino,1,Nao,Nao,56,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Nao,2 anos,Sim,DebitoAutomatico,99.9,5706.3,Nao
3971,7306-YDSOI,Masculino,0,Sim,Sim,69,Sim,Nao,DSL,Sim,Sim,Sim,Nao,Nao,Nao,2 anos,Sim,DebitoAutomatico,59.75,4069.9,Nao
3972,1052-QJIBV,Feminino,0,Sim,Sim,71,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,19.9,1397.3,Nao
3973,8480-PPONV,Masculino,0,Sim,Sim,62,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,DebitoAutomatico,115.55,7159.05,Nao
3974,8582-KRHPJ,Masculino,0,Nao,Nao,50,Nao,SemTelefone,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,35.0,1782.4,Nao
3975,2272-JKMSI,Feminino,0,Sim,Sim,62,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Anual,Sim,BoletoEletronico,110.8,6840.95,Nao
3976,0931-MHTEM,Feminino,0,Nao,Nao,54,Sim,Nao,Fibra,Sim,Sim,Nao,Nao,Sim,Sim,Anual,Sim,CartaoCredito,100.05,5299.65,Nao
3977,4006-HKYHO,Masculino,0,Nao,Nao,63,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,86.7,5309.5,Nao
3978,0377-JBKKT,Masculino,0,Sim,Sim,22,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoImpresso,57.95,1271.8,Nao
3979,0839-QNXME,Feminino,0,Nao,Nao,30,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,19.4,578.5,Nao
3980,8996-ZROXE,Masculino,1,Nao,Nao,57,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Anual,Sim,BoletoEletronico,53.5,3035.8,Nao
3981,2480-EJWYP,Feminino,1,Sim,Nao,58,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,Anual,Sim,DebitoAutomatico,97.8,5458.8,Nao
3982,9591-YVTEB,Masculino,1,Nao,Nao,55,Nao,SemTelefone,DSL,Sim,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,44.85,2479.05,Nao
3983,0402-CQAJN,Feminino,0,Nao,Nao,37,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,DebitoAutomatico,101.9,3545.35,Sim
3984,3620-MWJNE,Masculino,0,Nao,Nao,2,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoImpresso,54.45,87.3,Nao
3985,9681-KYGYB,Masculino,1,Sim,Nao,49,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,88.2,4159.45,Nao
3986,2956-GGUCQ,Masculino,1,Sim,Nao,24,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,78.85,1772.25,Sim
3987,6303-KFWSL,Feminino,0,Nao,Nao,29,Sim,Sim,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Anual,Sim,BoletoEletronico,55.25,1620.2,Nao
3988,9448-REEVD,Masculino,0,Sim,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,CartaoCredito,44.7,44.7,Sim
3989,1841-YSJGV,Masculino,0,Sim,Nao,72,Sim,Sim,Fibra,Sim,Sim,Nao,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,109.95,7852.4,Nao
3990,2458-EOMRE,Feminino,0,Nao,Nao,11,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Nao,Sim,Mensal,Nao,DebitoAutomatico,64.05,733.95,Nao
3991,2575-GFSOE,Feminino,0,Sim,Sim,7,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,69.0,506.9,Sim
3992,8164-OCKUJ,Feminino,0,Sim,Sim,59,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,20.6,1286.0,Nao
3993,3067-SVMTC,Feminino,0,Sim,Nao,68,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Anual,Nao,DebitoAutomatico,55.9,3848.8,Nao
3994,3392-EHMNK,Feminino,0,Sim,Sim,67,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Sim,Nao,2 anos,Nao,CartaoCredito,94.1,6302.8,Nao
3995,5561-NWEVX,Feminino,1,Sim,Nao,2,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,79.2,172.85,Sim
3996,5692-ICXLW,Masculino,1,Nao,Nao,31,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,90.7,2845.15,Nao
3997,6371-NZYEG,Masculino,0,Sim,Sim,16,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Sim,Nao,2 anos,Nao,BoletoImpresso,64.25,1024.0,Nao
3998,6086-ESGRL,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,CartaoCredito,80.15,80.15,Sim
